epoch,G_loss,D_loss,D_real_acc,D_fake_acc,dinov2_cos,sec
30,0.9379140734672546,1.1561374840912995,0.81640625,0.8321759259259259,0.645027220249176,5.880781412124634
31,0.9388308889336057,1.1569041477309332,0.8113425925925926,0.8395543981481481,0.6826068758964539,5.920278787612915
32,0.9411111694795115,1.1418694412266766,0.8355034722222222,0.8567708333333334,0.6878684163093567,5.948861122131348
33,0.9523332063798551,1.2629105503912326,0.7909432870370371,0.7971643518518519,0.7137248516082764,5.97848105430603
34,0.9515428752810867,1.1211855543984308,0.8725405092592593,0.9021990740740741,0.7208943367004395,5.999191761016846
35,0.9839709246600116,1.0967886624512848,0.8640046296296297,0.8844039351851852,0.7428921461105347,6.026954174041748
36,0.9787688542295385,1.1012392077181075,0.8509837962962963,0.8716724537037037,0.7442324161529541,6.070459365844727
37,0.9965693023469713,1.071439261789675,0.8890335648148148,0.9030671296296297,0.753771185874939,6.084578275680542
38,1.005376081775736,1.0852530322693013,0.8823784722222222,0.9048032407407407,0.7547944188117981,6.133564710617065
39,1.0158121629997536,1.0742226541042328,0.8700810185185185,0.8845486111111112,0.766675591468811,6.1416096687316895
40,1.0099705623255835,1.0615126115304452,0.8650173611111112,0.8817997685185185,0.776621401309967,6.118613243103027
41,1.0220472691235718,1.0593195016737338,0.8823784722222222,0.8914930555555556,0.7665215730667114,6.119696140289307
42,1.0679567091994815,1.0208000121293244,0.8903356481481481,0.8958333333333334,0.7688767910003662,6.123699188232422
43,1.1001203733461875,1.0278263489405315,0.875,0.8807870370370371,0.775071918964386,6.11653733253479
44,1.084486034181383,1.0207534465524886,0.8699363425925926,0.8826678240740741,0.7781081795692444,6.1238648891448975
45,1.0837160933900762,1.0035876013614513,0.8810763888888888,0.8967013888888888,0.7799304127693176,6.109035015106201
46,1.0836986568239,1.0115286343627505,0.8861400462962963,0.8900462962962963,0.7727351784706116,6.110158443450928
47,1.121868066213749,0.9998737231448844,0.8796296296296297,0.8985821759259259,0.7804261445999146,6.104410886764526
48,1.1399091769147802,0.9846516869686268,0.8812210648148148,0.8920717592592593,0.7850821018218994,6.113472938537598
49,1.0947814705195251,0.9788789749145508,0.8985821759259259,0.9032118055555556,0.7782078981399536,6.097043514251709
50,1.1278380597079243,0.9555090411945626,0.9105902777777778,0.9140625,0.7829003930091858,6.102192640304565
51,1.1790749872172321,0.9454499207161091,0.8890335648148148,0.9137731481481481,0.7817156314849854,6.0949506759643555
52,1.1459050631081615,0.9435572822888693,0.8995949074074074,0.9150752314814815,0.7860487699508667,6.114157438278198
53,1.1573170313128718,0.934675360167468,0.8878761574074074,0.9114583333333334,0.7783480882644653,6.08633828163147
54,1.1616348569039945,0.9509543621981585,0.8802083333333334,0.9020543981481481,0.784492015838623,6.099200963973999
55,1.1733805316465873,0.9339102153424863,0.8891782407407407,0.9024884259259259,0.7767568826675415,6.106859445571899
56,1.1532572485782482,0.9186586572064294,0.9039351851851852,0.9289641203703703,0.7841742038726807,6.096778869628906
57,1.2274900718971535,0.926360504494773,0.8718171296296297,0.8962673611111112,0.7810068726539612,6.090183973312378
58,1.2006741221304293,0.9047590372739015,0.9017650462962963,0.9296875,0.784480094909668,6.092789173126221
59,1.2088158086494163,0.9194414163077319,0.8556134259259259,0.9133391203703703,0.7796124815940857,6.100587606430054
60,1.2224897079997592,0.8841211023154082,0.9055266203703703,0.9202835648148148,0.7862866520881653,6.092937469482422
61,1.2180837282428034,0.9152271394376401,0.8815104166666666,0.9048032407407407,0.7831181883811951,6.0908637046813965
62,1.2160736278251365,0.8761080768373277,0.9045138888888888,0.9160879629629629,0.791999101638794,6.089296579360962
63,1.2197536892361112,0.8818736363340307,0.9079861111111112,0.9364872685185185,0.7908744812011719,6.0787177085876465
64,1.2256319445592385,0.8917404678132799,0.8794849537037037,0.8914930555555556,0.7894204258918762,6.079590320587158
65,1.2613057516239308,0.8469746962741569,0.9127604166666666,0.9366319444444444,0.7867753505706787,6.107762575149536
66,1.3038544963907313,0.8309750899120614,0.9097222222222222,0.9220196759259259,0.7879971861839294,6.097289800643921
67,1.2801172843685857,0.893358337658423,0.8716724537037037,0.9020543981481481,0.7847073078155518,6.090642213821411
68,1.255507716426143,0.8585252463817596,0.8975694444444444,0.9293981481481481,0.7789078950881958,6.108124732971191
69,1.2652832998169794,0.8446955426975533,0.9215856481481481,0.9333043981481481,0.7828441858291626,6.09358286857605
70,1.283823710900766,0.8359501538453279,0.9082754629629629,0.9356192129629629,0.7900366187095642,6.0921478271484375
71,1.3115499924730372,0.8215538528230455,0.9231770833333334,0.9350405092592593,0.7810468673706055,6.0961713790893555
72,1.3426434463924832,0.8211737319275185,0.9214409722222222,0.9307002314814815,0.7809925079345703,6.107641935348511
73,1.3227613634533353,0.8154022472876089,0.9123263888888888,0.9482060185185185,0.784723699092865,6.0912415981292725
74,1.333813762223279,0.8107166908405445,0.9024884259259259,0.9396701388888888,0.7872538566589355,6.100802421569824
75,1.324818046004684,0.8395273144598361,0.9032118055555556,0.9269386574074074,0.7848823070526123,6.101413726806641
76,1.3014728724956512,0.8172336883015103,0.9113136574074074,0.9240451388888888,0.7893643379211426,6.090899229049683
77,1.3454567790031433,0.7724381530726397,0.9314236111111112,0.9519675925925926,0.787996768951416,6.094841957092285
78,1.3377208643489413,0.8387471729958499,0.8890335648148148,0.9233217592592593,0.7845325469970703,6.101026773452759
79,1.3326709513311032,0.8115081974753627,0.9091435185185185,0.9415509259259259,0.7826889157295227,6.090216636657715
80,1.33745879817892,0.8041953080230289,0.9234664351851852,0.9288194444444444,0.7815359830856323,6.0845208168029785
81,1.3133282528983221,0.7953025577244935,0.9029224537037037,0.9331597222222222,0.778979480266571,6.092649221420288
82,1.354754251462442,0.7608388916209892,0.9431423611111112,0.9542824074074074,0.7783758044242859,6.11322808265686
83,1.4227667947610219,0.7193854451179504,0.9460358796296297,0.9508101851851852,0.7809266448020935,6.091644763946533
84,1.4197217755847507,0.8118659566949915,0.8763020833333334,0.9126157407407407,0.7902083396911621,6.092205762863159
85,1.3403653734260135,0.7621884478463067,0.9377893518518519,0.9441550925925926,0.7865696549415588,6.10990834236145
86,1.4063799602014047,0.7924750143731082,0.8781828703703703,0.92578125,0.7847385406494141,6.103684902191162
87,1.3660590957712244,0.7490578437293017,0.9435763888888888,0.9539930555555556,0.7786625027656555,6.107256650924683
88,1.3827651308642492,0.7500378759922804,0.9304108796296297,0.9476273148148148,0.7779507637023926,6.103914499282837
89,1.3880733494405393,0.755051679081387,0.9223090277777778,0.9346064814814815,0.7794586420059204,6.103389739990234
90,1.3839518538227789,0.7429071421976443,0.9490740740740741,0.9607928240740741,0.7801661491394043,6.104434251785278
91,1.4390908744600084,0.7800296666445555,0.8964120370370371,0.9451678240740741,0.7836141586303711,6.089874267578125
92,1.3359917921048623,0.7548805011643304,0.9315682870370371,0.9480613425925926,0.7748258113861084,6.105255603790283
93,1.3622270425160725,0.7542166919619949,0.9350405092592593,0.9460358796296297,0.7761257886886597,6.09872579574585
94,1.3575609105604667,0.7627501868539386,0.9207175925925926,0.9441550925925926,0.776171088218689,6.105278491973877
95,1.365551702402256,0.709416225000664,0.9474826388888888,0.9657118055555556,0.7808420658111572,6.097842693328857
96,1.4062355315243755,0.7153092821439108,0.9470486111111112,0.9568865740740741,0.777084469795227,6.100802183151245
97,1.4408647175188418,0.7442970684281102,0.9020543981481481,0.9311342592592593,0.7798861265182495,6.124490261077881
98,1.464668885425285,0.7063546307660915,0.9150752314814815,0.9415509259259259,0.770851194858551,6.087543964385986
99,1.3918539042826052,0.7292622636865687,0.9129050925925926,0.9490740740740741,0.7846556901931763,6.100390672683716
100,1.4429242301870275,0.6781732671790652,0.9503761574074074,0.9665798611111112,0.7750767469406128,6.086412668228149
101,1.4868123575493142,0.6749917953102677,0.9435763888888888,0.9613715277777778,0.783878743648529,6.087215900421143
102,1.5277888156749584,0.6758714511438653,0.9425636574074074,0.9510995370370371,0.7742400765419006,6.105514049530029
103,1.5158420779086925,0.7004282767022098,0.9249131944444444,0.9398148148148148,0.7808657288551331,6.100510597229004
104,1.4798011205814503,0.7115228043662177,0.9269386574074074,0.9489293981481481,0.7718230485916138,6.084822177886963
105,1.5108645459016163,0.7160944955216514,0.8791956018518519,0.9429976851851852,0.7694436311721802,6.104246139526367
106,1.5107023186153836,0.6789066797053372,0.9529803240740741,0.9560185185185185,0.7794800400733948,6.094227075576782
107,1.5325298839145236,0.6966506049588874,0.9293981481481481,0.9429976851851852,0.7783385515213013,6.08527398109436
108,1.4692741179907765,0.6381365916243306,0.9330150462962963,0.9738136574074074,0.7728672027587891,6.095710039138794
109,1.5072221667678267,0.6397476174213268,0.9535590277777778,0.9577546296296297,0.7760347127914429,6.097121715545654
110,1.5447668355924111,0.6515603341438152,0.9438657407407407,0.9564525462962963,0.769467294216156,6.092782974243164
111,1.5348808423236564,0.6537120723062091,0.9580439814814815,0.9603587962962963,0.7812891006469727,6.103973150253296
112,1.5769985362335488,0.825227580136723,0.8383969907407407,0.8799189814814815,0.7799421548843384,6.101841449737549
113,1.448976347843806,0.7000011801719666,0.9240451388888888,0.9552951388888888,0.7803741097450256,6.098177671432495
114,1.5779597096972995,0.6027410068997631,0.9484953703703703,0.9758391203703703,0.7713838815689087,6.090785026550293
115,1.58624459416778,0.601794507768419,0.9583333333333334,0.9778645833333334,0.7801856994628906,6.106404781341553
116,1.4751044732552987,0.6678431232770284,0.9236111111111112,0.9512442129629629,0.7818244099617004,6.093823432922363
117,1.557756232994574,0.6176635832698257,0.9664351851851852,0.9697627314814815,0.7709588408470154,6.085580110549927
118,1.5625437012425176,0.6049021063027559,0.96484375,0.9756944444444444,0.7697310447692871,6.095247507095337
119,1.6848772035704718,0.6313857872177053,0.9225983796296297,0.9513888888888888,0.7705343961715698,6.098738431930542
120,1.607047849231296,0.6067497608838258,0.9467592592592593,0.9667245370370371,0.7732484340667725,6.091454744338989
121,1.614001402148494,0.6951410875276283,0.875,0.9291087962962963,0.7674036622047424,6.08271861076355
122,1.5116625980094627,0.6359856288742136,0.9383680555555556,0.9662905092592593,0.7707093358039856,6.098994255065918
123,1.5190511754265539,0.6219701954612026,0.9513888888888888,0.9709201388888888,0.775143027305603,6.077325105667114
124,1.6657092151818451,0.5912033722356513,0.9526909722222222,0.9690393518518519,0.7690067291259766,6.08641242980957
125,1.6031749071898285,0.6336472536678668,0.9382233796296297,0.9571759259259259,0.7802749872207642,6.087936162948608
126,1.6155640924418415,0.6230459610621134,0.9247685185185185,0.96875,0.7755075693130493,6.098194122314453
127,1.6300303836663563,0.6139196621047126,0.9359085648148148,0.9638310185185185,0.7724848985671997,6.081308841705322
128,1.550281579847689,0.6266176595732018,0.9560185185185185,0.9633969907407407,0.7789833545684814,6.113797903060913
129,1.6905114142983049,0.5937575041143982,0.9185474537037037,0.9646990740740741,0.7704224586486816,6.087120771408081
130,1.6062286738996152,0.6481551726659139,0.9364872685185185,0.9506655092592593,0.7816939353942871,6.074307441711426
131,1.6514725000770003,0.591974855573089,0.9438657407407407,0.9710648148148148,0.7706295847892761,6.079682111740112
132,1.645490445472576,0.6333768218755722,0.9116030092592593,0.9603587962962963,0.7776421308517456,6.1036481857299805
133,1.643226389531736,0.6276177603889395,0.9186921296296297,0.9537037037037037,0.7740581631660461,6.077250242233276
134,1.5936919196888253,0.644169048026756,0.9322916666666666,0.9477719907407407,0.7740898132324219,6.084073781967163
135,1.6027740173869662,0.6339599738518397,0.9317129629629629,0.9712094907407407,0.7707521319389343,6.078709840774536
136,1.6173332466019525,0.5870669473100592,0.9526909722222222,0.9710648148148148,0.7763261795043945,6.092494249343872
137,1.6378635786197804,0.575575711550536,0.9636863425925926,0.9803240740740741,0.7772826552391052,6.099542140960693
138,1.6757880890810932,0.621840215391583,0.8946759259259259,0.9466145833333334,0.7711334824562073,6.057459831237793
139,1.6995812389585707,0.5830489816489043,0.9256365740740741,0.9607928240740741,0.7649608850479126,6.083033323287964
140,1.5864222800290142,0.6027334641527247,0.9664351851851852,0.9742476851851852,0.7757648229598999,6.068919658660889
141,1.617506069165689,0.6233208488534998,0.9211516203703703,0.9646990740740741,0.7799763679504395,6.057941913604736
142,1.6359815862443712,0.6524443825085958,0.9084201388888888,0.9372106481481481,0.7637214064598083,6.072880268096924
143,1.6944440735710993,0.5755618198050393,0.9144965277777778,0.9729456018518519,0.7695426344871521,6.0621631145477295
144,1.6798616802250896,0.5789049913485845,0.9421296296296297,0.9712094907407407,0.7725533843040466,6.068583250045776
145,1.660366588168674,0.5573923907898091,0.9612268518518519,0.9791666666666666,0.7718044519424438,6.077033758163452
146,1.6937395003106859,0.5666076651325932,0.9403935185185185,0.9754050925925926,0.7718313932418823,6.068183660507202
147,1.7281425308298182,0.5873881368725388,0.921875,0.9550057870370371,0.7578399181365967,6.058364629745483
148,1.701748428521333,0.5776760351878626,0.9524016203703703,0.9729456018518519,0.769988477230072,6.080028772354126
149,1.7941388487815857,0.5682309474106189,0.9252025462962963,0.9535590277777778,0.770736575126648,6.080200433731079
150,1.7244166632493336,0.5563312299825527,0.9550057870370371,0.9700520833333334,0.7657984495162964,6.072554111480713
151,1.6757586377638358,0.5418210752584316,0.9424189814814815,0.9800347222222222,0.7794685363769531,6.063733816146851
152,1.7230693212261907,0.548661830800551,0.9463252314814815,0.9725115740740741,0.7726912498474121,6.077499866485596
153,1.7665720074265092,0.5626447090396175,0.9370659722222222,0.9677372685185185,0.7707167267799377,6.0726330280303955
154,1.6877846121788025,0.8127755346121611,0.8939525462962963,0.8982928240740741,0.7754212617874146,6.07034707069397
155,1.655475899025246,0.5740221203477295,0.9314236111111112,0.9691840277777778,0.7700900435447693,6.082640647888184
156,1.7511844635009766,0.5162996818070058,0.9677372685185185,0.9836516203703703,0.7703895568847656,6.084834575653076
157,1.74607742495007,0.5197719804666661,0.9583333333333334,0.9690393518518519,0.7602931261062622,6.058818340301514
158,1.7349954313702054,0.5083180610780362,0.9706307870370371,0.9845196759259259,0.7681281566619873,6.074237108230591
159,1.7902006032290283,0.5391375847436763,0.9366319444444444,0.9742476851851852,0.7756376266479492,6.083862066268921
160,1.802117661193565,0.5267856259036947,0.9534143518518519,0.9754050925925926,0.7644208669662476,6.066354274749756
161,1.7568899326854281,0.5336059577487133,0.9302662037037037,0.9819155092592593,0.770631730556488,6.063982009887695
162,1.8156558440791235,0.5344997037340093,0.9451678240740741,0.9738136574074074,0.7623221278190613,6.077435493469238
163,1.7443514400058322,0.5546967420313094,0.9519675925925926,0.9706307870370371,0.7696739435195923,6.055969715118408
164,1.7414937527091414,0.5485998850177836,0.9322916666666666,0.9784432870370371,0.7678056359291077,6.076326608657837
165,1.7477201885647244,0.5555083986233782,0.9307002314814815,0.9623842592592593,0.7626343965530396,6.070228099822998
166,1.8384865919748943,0.5634705349802971,0.9237557870370371,0.9548611111111112,0.7595099210739136,6.066075086593628
167,1.8277942229200292,0.5423023361298773,0.9048032407407407,0.9733796296296297,0.7654301524162292,6.063056707382202
168,1.7981446385383606,0.5075652643486306,0.9677372685185185,0.9787326388888888,0.7643674612045288,6.073746919631958
169,1.7820940569595054,0.5296739604738023,0.9442997685185185,0.97265625,0.7721797823905945,6.066295385360718
170,1.684903042183982,0.547292756261649,0.9538483796296297,0.9735243055555556,0.7628743648529053,6.06072473526001
171,1.842168022085119,0.4847783915422581,0.9681712962962963,0.9846643518518519,0.7691235542297363,6.067236661911011
172,1.847615937391917,0.565561463435491,0.9082754629629629,0.9512442129629629,0.7671242356300354,6.098107576370239
173,1.8724584248330858,0.49863859210853223,0.9469039351851852,0.9781539351851852,0.7655730247497559,6.085102796554565
174,1.9073412285910711,0.46049413002199596,0.9712094907407407,0.9864004629629629,0.7706853151321411,6.096895694732666
175,1.8627838558620877,0.4947803450955285,0.9644097222222222,0.9817708333333334,0.7562627792358398,6.116121292114258
176,1.7851305018972468,0.5211025308127757,0.953125,0.9671585648148148,0.7624675035476685,6.109895467758179
177,1.8098392707330209,0.5002325489013283,0.9639756944444444,0.9758391203703703,0.7775608897209167,6.116683721542358
178,1.828854253998509,0.5501147732138634,0.9285300925925926,0.9633969907407407,0.7675784826278687,6.129131078720093
179,1.791803190001735,0.4931414590941535,0.9661458333333334,0.9836516203703703,0.7623183727264404,6.135280132293701
180,1.676346363844695,1.2311806309002418,0.8081597222222222,0.8234953703703703,0.769884467124939,6.12553858757019
181,1.7095469810344555,0.5288442003506201,0.9560185185185185,0.9764178240740741,0.7651907205581665,6.120439052581787
182,1.7981920904583402,0.4980190622585791,0.9725115740740741,0.9861111111111112,0.7732338309288025,6.1349036693573
183,1.8537798855039809,0.47359067725914494,0.9586226851851852,0.984375,0.7733423709869385,6.110982418060303
184,1.7925378481547039,0.5145953788801476,0.9565972222222222,0.9830729166666666,0.7600796818733215,6.116780996322632
185,1.82219456743311,0.49986019289052047,0.9603587962962963,0.9713541666666666,0.7669220566749573,6.110497713088989
186,1.785530068256237,0.47722878086346165,0.9756944444444444,0.9877025462962963,0.7658475637435913,6.1013343334198
187,1.8426297494658717,0.4872482849491967,0.9675925925925926,0.9842303240740741,0.7653547525405884,6.101296663284302
188,1.886418914353406,0.510285130529492,0.9497974537037037,0.9717881944444444,0.7674012780189514,6.10207462310791
189,1.8647062712245517,0.517808418031092,0.9464699074074074,0.9701967592592593,0.7558040022850037,6.103476285934448
190,1.8754381316679496,0.5076752078753931,0.9382233796296297,0.9701967592592593,0.7719693779945374,6.094363451004028
191,1.8687871584185847,0.46630971299277413,0.97265625,0.9852430555555556,0.7691342830657959,6.08963418006897
192,1.902911490864224,0.4413388917843501,0.96875,0.9855324074074074,0.7630726099014282,6.100499153137207
193,1.8963515515680667,0.47377369304498035,0.9638310185185185,0.9772858796296297,0.764208972454071,6.102585315704346
194,1.9235578289738409,0.4473770401544041,0.9788773148148148,0.984375,0.767803430557251,6.080157041549683
195,1.9767360201588384,0.4833827614784241,0.9408275462962963,0.9714988425925926,0.7689637541770935,6.0991082191467285
196,1.8890366201047544,0.4970957253266264,0.9376446759259259,0.9712094907407407,0.7647653222084045,6.09329628944397
197,1.8678620325194464,0.4852830527557267,0.9495081018518519,0.9791666666666666,0.7621972560882568,6.087071418762207
198,1.905346393585205,0.4747710644646927,0.9560185185185185,0.9790219907407407,0.7630527019500732,6.093191623687744
199,1.914137186827483,0.44020325386965714,0.9658564814814815,0.9869791666666666,0.768051266670227,6.10371994972229
200,1.9448523808408666,0.4652635066045655,0.9577546296296297,0.9748263888888888,0.7655810713768005,6.087101936340332
