epoch,cos_mel,cos_notmel,margin
50,0.7796199321746826,0.7562838792800903,0.023336052894592285
51,0.7772073745727539,0.7547487616539001,0.02245861291885376
52,0.788079023361206,0.7670186758041382,0.02106034755706787
53,0.7880568504333496,0.765977144241333,0.0220797061920166
54,0.7824935913085938,0.7648394107818604,0.0176541805267334
55,0.7771963477134705,0.7506066560745239,0.026589691638946533
56,0.7876633405685425,0.7648647427558899,0.022798597812652588
57,0.7867617607116699,0.7618637084960938,0.024898052215576172
58,0.787627100944519,0.7679915428161621,0.019635558128356934
59,0.7868996858596802,0.7568292617797852,0.03007042407989502
60,0.7861037850379944,0.7606802582740784,0.025423526763916016
61,0.7908467054367065,0.7649478912353516,0.02589881420135498
62,0.7908733487129211,0.7660461664199829,0.024827182292938232
63,0.7831699252128601,0.7613767385482788,0.0217931866645813
64,0.7802277207374573,0.7554340362548828,0.024793684482574463
65,0.7807055711746216,0.759419858455658,0.021285712718963623
66,0.7894838452339172,0.7650667428970337,0.024417102336883545
67,0.785199761390686,0.7524318099021912,0.03276795148849487
68,0.7912584543228149,0.7635263204574585,0.027732133865356445
69,0.7826372981071472,0.7533326148986816,0.029304683208465576
70,0.7870732545852661,0.7626898288726807,0.02438342571258545
71,0.7765355110168457,0.7487426996231079,0.027792811393737793
72,0.7806005477905273,0.7554816007614136,0.02511894702911377
73,0.7811069488525391,0.7482045888900757,0.03290235996246338
74,0.7842295169830322,0.7596659660339355,0.02456355094909668
75,0.7854230403900146,0.7569476366043091,0.028475403785705566
76,0.7838720083236694,0.7570692300796509,0.026802778244018555
77,0.7806816101074219,0.7548112869262695,0.025870323181152344
78,0.7837769985198975,0.7556627988815308,0.0281141996383667
79,0.7699159979820251,0.7356255054473877,0.03429049253463745
80,0.7800228595733643,0.7523976564407349,0.027625203132629395
81,0.7802042365074158,0.7537451982498169,0.026459038257598877
82,0.7864550948143005,0.7562271952629089,0.0302278995513916
83,0.7746462821960449,0.7470723390579224,0.02757394313812256
84,0.7795629501342773,0.7477967739105225,0.03176617622375488
85,0.7861484289169312,0.7608002424240112,0.025348186492919922
86,0.7830934524536133,0.7573355436325073,0.025757908821105957
87,0.7708608508110046,0.7408486604690552,0.030012190341949463
88,0.7759574055671692,0.7464569807052612,0.02950042486190796
89,0.7744848728179932,0.7459728717803955,0.028512001037597656
90,0.7873760461807251,0.760438084602356,0.02693796157836914
91,0.7865326404571533,0.7557998895645142,0.03073275089263916
92,0.7797136306762695,0.7511764764785767,0.02853715419769287
93,0.7794556617736816,0.7499263286590576,0.029529333114624023
94,0.78653883934021,0.7619876265525818,0.024551212787628174
95,0.7900207042694092,0.7650523781776428,0.024968326091766357
96,0.7807830572128296,0.7531105279922485,0.027672529220581055
97,0.7810796499252319,0.7503556609153748,0.030723989009857178
98,0.7739102244377136,0.7453988194465637,0.028511404991149902
99,0.7765232920646667,0.7526340484619141,0.023889243602752686
100,0.7727712392807007,0.7458910942077637,0.02688014507293701
101,0.7839455008506775,0.7532470226287842,0.03069847822189331
102,0.7797538042068481,0.7479656934738159,0.03178811073303223
103,0.7797343134880066,0.7514405250549316,0.02829378843307495
104,0.769944429397583,0.7415537238121033,0.028390705585479736
105,0.7705726623535156,0.7377632260322571,0.032809436321258545
106,0.778623104095459,0.7508344650268555,0.027788639068603516
107,0.7815367579460144,0.7530335187911987,0.028503239154815674
108,0.7761622667312622,0.7461094856262207,0.030052781105041504
109,0.7826043367385864,0.7542251944541931,0.02837914228439331
110,0.7721723914146423,0.7458595037460327,0.02631288766860962
111,0.7815407514572144,0.7573282718658447,0.02421247959136963
112,0.7811402082443237,0.7545168399810791,0.02662336826324463
113,0.7767617106437683,0.7464479207992554,0.03031378984451294
114,0.7727704644203186,0.7417591214179993,0.031011343002319336
115,0.7809710502624512,0.7547703981399536,0.02620065212249756
116,0.784241795539856,0.7569032907485962,0.027338504791259766
117,0.7719464898109436,0.7439099550247192,0.028036534786224365
118,0.7813137769699097,0.7552582025527954,0.026055574417114258
119,0.7730727195739746,0.747614324092865,0.02545839548110962
120,0.7738380432128906,0.7452642917633057,0.02857375144958496
121,0.7716006636619568,0.7419626712799072,0.02963799238204956
122,0.7773273587226868,0.7482757568359375,0.029051601886749268
123,0.7762720584869385,0.7464315295219421,0.029840528964996338
124,0.7801213264465332,0.7585487365722656,0.021572589874267578
125,0.7790403366088867,0.747098982334137,0.031941354274749756
126,0.7774581909179688,0.7481440305709839,0.029314160346984863
127,0.7773923873901367,0.7507016658782959,0.02669072151184082
128,0.7718678712844849,0.7396184206008911,0.03224945068359375
129,0.7723783254623413,0.7424483299255371,0.0299299955368042
130,0.76833575963974,0.7413806915283203,0.026955068111419678
131,0.7642881870269775,0.7324654459953308,0.03182274103164673
132,0.7700880169868469,0.7367211580276489,0.033366858959198
133,0.7712752819061279,0.7375437021255493,0.03373157978057861
134,0.767788290977478,0.7410519123077393,0.02673637866973877
135,0.7699618339538574,0.7406497597694397,0.029312074184417725
136,0.7728665471076965,0.7453399300575256,0.0275266170501709
137,0.7727702856063843,0.7447577118873596,0.028012573719024658
138,0.7694908380508423,0.7370814085006714,0.0324094295501709
139,0.7733068466186523,0.742863118648529,0.03044372797012329
140,0.7607080936431885,0.7355124950408936,0.025195598602294922
141,0.7651950120925903,0.7379909753799438,0.027204036712646484
142,0.768450140953064,0.7419190406799316,0.026531100273132324
143,0.7757389545440674,0.7460404634475708,0.029698491096496582
144,0.7770089507102966,0.7489544153213501,0.028054535388946533
145,0.7697749733924866,0.7443904876708984,0.025384485721588135
146,0.768983781337738,0.7398924827575684,0.029091298580169678
147,0.7669358849525452,0.7393115758895874,0.027624309062957764
148,0.7733733654022217,0.747215211391449,0.026158154010772705
149,0.7662575244903564,0.7387219667434692,0.027535557746887207
150,0.7699404954910278,0.7427211403846741,0.02721935510635376
151,0.7666685581207275,0.7415368556976318,0.025131702423095703
152,0.7673288583755493,0.7337954044342041,0.033533453941345215
153,0.7758989930152893,0.7420123815536499,0.033886611461639404
154,0.7760605812072754,0.7483841180801392,0.02767646312713623
155,0.7751972675323486,0.7501428127288818,0.025054454803466797
156,0.7651735544204712,0.7318075895309448,0.03336596488952637
157,0.7678683996200562,0.7357872724533081,0.03208112716674805
158,0.7719095349311829,0.7485741376876831,0.023335397243499756
159,0.7749261856079102,0.7442946434020996,0.030631542205810547
160,0.7706117630004883,0.7425641417503357,0.028047621250152588
161,0.7679843306541443,0.7347613573074341,0.033222973346710205
162,0.7667326331138611,0.7375580072402954,0.029174625873565674
163,0.7695682048797607,0.7436172962188721,0.025950908660888672
164,0.7661184072494507,0.7410470247268677,0.025071382522583008
165,0.76395183801651,0.7354852557182312,0.02846658229827881
166,0.7689743638038635,0.745169997215271,0.02380436658859253
167,0.7680913209915161,0.7359046936035156,0.03218662738800049
168,0.7722845673561096,0.7472635507583618,0.025021016597747803
169,0.769848108291626,0.738406777381897,0.031441330909729004
170,0.7689463496208191,0.7403413653373718,0.028604984283447266
171,0.7700985670089722,0.7386811971664429,0.0314173698425293
172,0.7698472738265991,0.7393815517425537,0.03046572208404541
173,0.769344687461853,0.7343984842300415,0.03494620323181152
174,0.771665096282959,0.7439042329788208,0.027760863304138184
175,0.7644631266593933,0.7305076122283936,0.033955514430999756
176,0.7655870914459229,0.7353521585464478,0.030234932899475098
177,0.7680553197860718,0.7385891675949097,0.02946615219116211
178,0.7662354707717896,0.7356146574020386,0.030620813369750977
179,0.7703805565834045,0.7417162656784058,0.02866429090499878
180,0.7665648460388184,0.7403674721717834,0.026197373867034912
181,0.7571876049041748,0.7229771018028259,0.03421050310134888
182,0.7695186138153076,0.7386424541473389,0.03087615966796875
183,0.7706918716430664,0.7394263744354248,0.0312654972076416
184,0.7668635845184326,0.7358643412590027,0.03099924325942993
185,0.779715895652771,0.7486381530761719,0.03107774257659912
186,0.7590426802635193,0.7282958030700684,0.030746877193450928
187,0.7696514129638672,0.739701509475708,0.02994990348815918
188,0.7578060626983643,0.7216674089431763,0.03613865375518799
189,0.7682852745056152,0.7351027727127075,0.033182501792907715
190,0.7650837302207947,0.7297286987304688,0.03535503149032593
191,0.770437479019165,0.7412521839141846,0.02918529510498047
192,0.7677849531173706,0.7352676391601562,0.032517313957214355
193,0.7635331153869629,0.7315729260444641,0.03196018934249878
194,0.7656240463256836,0.732346773147583,0.033277273178100586
195,0.7598780393600464,0.7216625213623047,0.0382155179977417
196,0.7561947107315063,0.7223011255264282,0.033893585205078125
197,0.7686868906021118,0.7382165193557739,0.03047037124633789
198,0.7718039155006409,0.7409754395484924,0.030828475952148438
199,0.7666649222373962,0.734138011932373,0.03252691030502319
200,0.7688426971435547,0.7401948571205139,0.02864784002304077
