imbalance,loss_family,hyperparams,accuracy,acc_neg,acc_pos,prec_neg,prec_pos,rec_neg,rec_pos,f1_neg,f1_pos,mcc,balanced_acc,pr_auc,recall_pos,cm_tn,cm_fp,cm_fn,cm_tp,epoch_stopped,val_balacc_at_stop,val_mcc_at_stop
1:50,BareCE,"{""w_neg"": 1, ""w_pos"": 1}",0.8748326639892905,1.0,0.0,0.8748326639892905,0.0,1.0,0.0,0.9332381292395573,0.0,0.0,0.5,0.22402000797894844,0.0,1307,0,187,0,1,0.5,0.0
1:50,WeightedCE,"{""w_neg"": 1, ""w_pos"": 1.0}",0.8748326639892905,1.0,0.0,0.8748326639892905,0.0,1.0,0.0,0.9332381292395573,0.0,0.0,0.5,0.22402000797894844,0.0,1307,0,187,0,1,0.5,0.0
1:50,WeightedCE,"{""w_neg"": 1, ""w_pos"": 2.0}",0.8748326639892905,1.0,0.0,0.8748326639892905,0.0,1.0,0.0,0.9332381292395573,0.0,0.0,0.5,0.24625583396440018,0.0,1307,0,187,0,1,0.5,0.0
1:50,WeightedCE,"{""w_neg"": 1, ""w_pos"": 5.0}",0.8855421686746988,0.9693955623565417,0.2994652406417112,0.9062947067238912,0.5833333333333334,0.9693955623565417,0.2994652406417112,0.9367837338262477,0.3957597173144876,0.3628247345761396,0.6344304014991264,0.4363600171102871,0.2994652406417112,1267,40,131,56,12,0.6363343491920161,0.35815679186512944
1:50,WeightedCE,"{""w_neg"": 1, ""w_pos"": 10.0}",0.8540829986613119,0.9035960214231064,0.5080213903743316,0.9277297721916732,0.4298642533936652,0.9035960214231064,0.5080213903743316,0.9155038759689923,0.46568627450980393,0.3836560012376501,0.705808705898719,0.4503933955718695,0.5080213903743316,1181,126,92,95,11,0.6959008220930452,0.3473845570635388
1:50,WeightedCE,"{""w_neg"": 1, ""w_pos"": 15.0}",0.8239625167336011,0.8576893649579189,0.5882352941176471,0.9357262103505843,0.3716216216216216,0.8576893649579189,0.5882352941176471,0.8950099800399202,0.4554865424430642,0.3702080188081024,0.7229623295377829,0.45374729431051986,0.5882352941176471,1121,186,77,110,11,0.7282037172902911,0.3656277171894712
1:50,WeightedCE,"{""w_neg"": 1, ""w_pos"": 20.0}",0.7898259705488622,0.8148431522570773,0.6149732620320856,0.9366754617414248,0.32212885154061627,0.8148431522570773,0.6149732620320856,0.8715220949263502,0.4227941176470588,0.3335241249706774,0.7149082071445814,0.46918629383330424,0.6149732620320856,1065,242,72,115,6,0.7440953214063999,0.3495123338174446
1:50,WeightedCE,"{""w_neg"": 1, ""w_pos"": 25.0}",0.7737617135207496,0.7918898240244836,0.6470588235294118,0.9400544959128065,0.30788804071246817,0.7918898240244836,0.6470588235294118,0.8596345514950167,0.41724137931034483,0.32990004716996707,0.7194743237769476,0.46676662776381084,0.6470588235294118,1035,272,66,121,6,0.7546959948830823,0.3494232022984265
1:50,WeightedCE,"{""w_neg"": 1, ""w_pos"": 35.0}",0.7175368139223561,0.7153787299158378,0.732620320855615,0.949238578680203,0.2691552062868369,0.7153787299158378,0.732620320855615,0.8158813263525305,0.3936781609195402,0.3127941948943725,0.7239995253857264,0.479463525806612,0.732620320855615,935,372,50,137,6,0.770587598999191,0.3497822387707296
1:50,WeightedCE,"{""w_neg"": 1, ""w_pos"": 50.0}",0.750334672021419,0.7528691660290742,0.732620320855615,0.9516441005802708,0.29782608695652174,0.7528691660290742,0.732620320855615,0.8406663818880821,0.4234930448222566,0.3480160245452278,0.7427447434423446,0.48571365483097156,0.732620320855615,984,323,50,137,11,0.7822488101284872,0.3782878914697178
1:50,WeightedCE,"{""w_neg"": 1, ""w_pos"": 75.0}",0.6305220883534136,0.6029074215761285,0.8235294117647058,0.9598051157125457,0.2288261515601783,0.6029074215761285,0.8235294117647058,0.7406015037593985,0.3581395348837209,0.283618265076227,0.7132184166704172,0.486769067899894,0.8235294117647058,788,519,33,154,6,0.7782159452188799,0.34253580549362556
1:50,WeightedCE,"{""w_neg"": 1, ""w_pos"": 100.0}",0.6753681392235609,0.6541698546289212,0.8235294117647058,0.9628378378378378,0.25412541254125415,0.6541698546289212,0.8235294117647058,0.7790432801822323,0.3883984867591425,0.32193661727189266,0.7388496331968135,0.5019425194437792,0.8235294117647058,855,452,33,154,11,0.7891434806328423,0.36193760469555686
1:50,WeightedCE,"{""w_neg"": 1, ""w_pos"": 50.26}",0.7161981258366801,0.7161438408569243,0.7165775401069518,0.9464105156723963,0.26534653465346536,0.7161438408569243,0.7165775401069518,0.8153310104529616,0.3872832369942196,0.3027074548897729,0.7163606904819381,0.48077815779646477,0.7165775401069518,936,371,53,134,6,0.7864392271949132,0.37302812509481975
1:50,Focal,"{""alpha"": [1.0, 1.0], ""gamma"": 0.25}",0.8748326639892905,1.0,0.0,0.8748326639892905,0.0,1.0,0.0,0.9332381292395573,0.0,0.0,0.5,,0.0,1307,0,187,0,1,0.5,0.0
1:50,Focal,"{""alpha"": [1.0, 1.0], ""gamma"": 0.5}",0.8748326639892905,1.0,0.0,0.8748326639892905,0.0,1.0,0.0,0.9332381292395573,0.0,0.0,0.5,0.22144624923903528,0.0,1307,0,187,0,1,0.5,0.0
1:50,Focal,"{""alpha"": [1.0, 1.0], ""gamma"": 1.0}",0.8748326639892905,1.0,0.0,0.8748326639892905,0.0,1.0,0.0,0.9332381292395573,0.0,0.0,0.5,0.22023645714943685,0.0,1307,0,187,0,1,0.5,0.0
1:50,Focal,"{""alpha"": [1.0, 1.0], ""gamma"": 2.0}",0.8748326639892905,1.0,0.0,0.8748326639892905,0.0,1.0,0.0,0.9332381292395573,0.0,0.0,0.5,0.21982410486759427,0.0,1307,0,187,0,1,0.5,0.0
1:50,Focal,"{""alpha"": [1.0, 1.0], ""gamma"": 3.0}",0.8748326639892905,1.0,0.0,0.8748326639892905,0.0,1.0,0.0,0.9332381292395573,0.0,0.0,0.5,0.22158860904143393,0.0,1307,0,187,0,1,0.4996331621423331,-0.008683173633102488
1:50,Focal,"{""alpha"": [1.0, 1.0], ""gamma"": 5.0}",0.8058902275769746,0.8859984697781178,0.24598930481283424,0.8914549653579676,0.2358974358974359,0.8859984697781178,0.24598930481283424,0.88871834228703,0.24083769633507854,0.1296493734289321,0.5659938872954761,0.22911854076643462,0.24598930481283424,1158,149,141,46,1,0.5604553492484527,0.11467813380980095
1:50,Focal,"{""alpha"": [1.0, 25.13], ""gamma"": 0.25}",0.7536813922356091,0.7651109410864575,0.6737967914438503,0.942507068803016,0.2909930715935335,0.7651109410864575,0.6737967914438503,0.8445945945945946,0.4064516129032258,0.32013281176249037,0.719453866265154,0.47105750588304124,0.6737967914438503,1000,307,61,126,6,0.7541363319976673,0.3432272205548417
1:50,Focal,"{""alpha"": [1.0, 25.13], ""gamma"": 0.5}",0.7871485943775101,0.811017597551645,0.6203208556149733,0.9372236958443855,0.31955922865013775,0.811017597551645,0.6203208556149733,0.8695652173913043,0.4218181818181818,0.3328067749476687,0.7156692265833091,0.4678155240243902,0.6203208556149733,1060,247,71,116,11,0.7513356660458641,0.36346768216604697
1:50,Focal,"{""alpha"": [1.0, 25.13], ""gamma"": 1.0}",0.7630522088353414,0.7781178270849273,0.6577540106951871,0.940795559666975,0.29782082324455206,0.7781178270849273,0.6577540106951871,0.8517587939698492,0.41,0.32249986254894875,0.7179359188900571,0.44721533336166314,0.6577540106951871,1017,290,64,123,6,0.7545995823692082,0.3466278777345406
1:50,Focal,"{""alpha"": [1.0, 25.13], ""gamma"": 2.0}",0.8199464524765729,0.8615149196633511,0.5294117647058824,0.9275123558484349,0.3535714285714286,0.8615149196633511,0.5294117647058824,0.8932963109877033,0.42398286937901497,0.3314862770511227,0.6954633421846168,0.4584294596229821,0.5294117647058824,1126,181,88,99,5,0.7060382451981865,0.3291332144822886
1:50,Focal,"{""alpha"": [1.0, 25.13], ""gamma"": 3.0}",0.7570281124497992,0.7704667176740627,0.6631016042780749,0.9411214953271028,0.29245283018867924,0.7704667176740627,0.6631016042780749,0.8472864955826672,0.40589198036006546,0.3182301499936484,0.7167841609760688,0.4301322977278347,0.6631016042780749,1007,300,63,124,5,0.7372030024267735,0.3256794062437442
1:50,Focal,"{""alpha"": [1.0, 25.13], ""gamma"": 5.0}",0.8192771084337349,0.864575363427697,0.5026737967914439,0.9239574816026165,0.34686346863468637,0.864575363427697,0.5026737967914439,0.8932806324110671,0.4104803493449782,0.31537083971794094,0.6836245801095704,0.37806248650086977,0.5026737967914439,1130,177,93,94,10,0.680126794213368,0.29540443315477805
1:50,Focal,"{""alpha"": [1.0, 50.26], ""gamma"": 0.25}",0.7617135207496654,0.7689364957918898,0.7112299465240641,0.9490084985835694,0.3057471264367816,0.7689364957918898,0.7112299465240641,0.849535080304311,0.42765273311897106,0.3497500566490293,0.740083221157977,0.49535147173459104,0.7112299465240641,1005,302,54,133,11,0.7861100137329045,0.3919098419330149
1:50,Focal,"{""alpha"": [1.0, 50.26], ""gamma"": 0.5}",0.6921017402945113,0.6794185156847743,0.7807486631016043,0.9558665231431647,0.2584070796460177,0.6794185156847743,0.7807486631016043,0.7942754919499105,0.3882978723404255,0.31400904331546114,0.7300835893931893,0.4675846714657263,0.7807486631016043,888,419,41,146,6,0.7841229753372086,0.3603780665229901
1:50,Focal,"{""alpha"": [1.0, 50.26], ""gamma"": 1.0}",0.7041499330655957,0.6954858454475898,0.7647058823529411,0.9538300104931794,0.2643253234750462,0.6954858454475898,0.7647058823529411,0.804424778761062,0.39285714285714285,0.31684898621857643,0.7300958639002655,0.47835586316157347,0.7647058823529411,909,398,44,143,6,0.7924638335496736,0.37303643101763795
1:50,Focal,"{""alpha"": [1.0, 50.26], ""gamma"": 2.0}",0.7068273092369478,0.7000765110941086,0.7540106951871658,0.9521331945889698,0.26454033771106944,0.7000765110941086,0.7540106951871658,0.8068783068783069,0.39166666666666666,0.3136696972249954,0.7270436031406372,0.4678642406081546,0.7540106951871658,915,392,46,141,7,0.7757045168086988,0.35213315673513895
1:50,Focal,"{""alpha"": [1.0, 50.26], ""gamma"": 3.0}",0.679384203480589,0.6602907421576129,0.8128342245989305,0.9610244988864143,0.2550335570469799,0.6602907421576129,0.8128342245989305,0.7827664399092971,0.388250319284802,0.31972247423503164,0.7365624833782717,0.44804281346822056,0.8128342245989305,863,444,35,152,5,0.7683489474575315,0.3350178268742381
1:50,Focal,"{""alpha"": [1.0, 50.26], ""gamma"": 5.0}",0.7108433734939759,0.7092578423871462,0.7219251336898396,0.9468845760980592,0.2621359223300971,0.7092578423871462,0.7219251336898396,0.8110236220472441,0.38461538461538464,0.3002100607463837,0.7155914880384928,0.40559934261830083,0.7219251336898396,927,380,52,135,5,0.7391547679515398,0.3038506100844435
1:50,CBFocal,"{""beta"": 0.9, ""gamma"": 0.5, ""class_counts"": [6232, 124]}",0.8748326639892905,1.0,0.0,0.8748326639892905,0.0,1.0,0.0,0.9332381292395573,0.0,0.0,0.5,0.22144624923903528,0.0,1307,0,187,0,1,0.5,0.0
1:50,CBFocal,"{""beta"": 0.9, ""gamma"": 1.0, ""class_counts"": [6232, 124]}",0.8748326639892905,1.0,0.0,0.8748326639892905,0.0,1.0,0.0,0.9332381292395573,0.0,0.0,0.5,0.22023645714943685,0.0,1307,0,187,0,1,0.5,0.0
